,mins,mintimes,sensornamemin
291,-3.468253232000002,2020-02-28 17:22:11.147000-05:00,Fort Pulaski (A) Sea Level Sensor
292,-3.9472792320000014,2020-02-29 05:16:13.381000-05:00,Fort Pulaski (A) Sea Level Sensor
293,-3.711047232000002,2020-02-29 17:30:44.323000-05:00,Fort Pulaski (A) Sea Level Sensor
294,-2.831739232000002,2020-03-01 05:50:17.746000-05:00,Fort Pulaski (A) Sea Level Sensor
295,-3.182806231999999,2020-03-01 17:59:42.230000-05:00,Fort Pulaski (A) Sea Level Sensor
296,-2.3199032319999997,2020-03-02 07:00:05.800000-05:00,Fort Pulaski (A) Sea Level Sensor
297,-2.7792432320000025,2020-03-02 18:59:15.827000-05:00,Fort Pulaski (A) Sea Level Sensor
298,-2.736590232000003,2020-03-03 07:49:27.060000-05:00,Fort Pulaski (A) Sea Level Sensor
299,-2.9957892320000017,2020-03-03 19:38:26.655000-05:00,Fort Pulaski (A) Sea Level Sensor
300,100.0,2020-02-23 12:00:00-05:00,fake
301,-2.723230000000001,2020-02-24 03:58:57.681000-05:00,Turner Creek Boat Ramp Sea Level Sensor
302,-2.706825000000002,2020-02-24 16:38:46.638000-05:00,Turner Creek Boat Ramp Sea Level Sensor
303,-2.8052550000000007,2020-02-25 03:27:15.538000-05:00,Turner Creek Boat Ramp Sea Level Sensor
304,-2.824941000000001,2020-02-25 14:56:22.165000-05:00,Turner Creek Boat Ramp Sea Level Sensor
305,-2.7166680000000003,2020-02-26 03:26:07.352000-05:00,Turner Creek Boat Ramp Sea Level Sensor
306,-2.687139,2020-02-26 17:22:14.305000-05:00,Turner Creek Boat Ramp Sea Level Sensor
307,-2.752759000000001,2020-02-27 04:30:53.475000-05:00,Turner Creek Boat Ramp Sea Level Sensor
308,-2.8315030000000014,2020-02-27 17:00:37.037000-05:00,Turner Creek Boat Ramp Sea Level Sensor
309,-2.8150980000000008,2020-02-28 04:24:21.214000-05:00,Turner Creek Boat Ramp Sea Level Sensor
310,-3.041487,2020-02-28 17:39:43.014000-05:00,Turner Creek Boat Ramp Sea Level Sensor
311,-2.874156000000001,2020-02-29 03:52:36.044000-05:00,Turner Creek Boat Ramp Sea Level Sensor
312,-2.8052550000000007,2020-02-29 17:13:14.385000-05:00,Turner Creek Boat Ramp Sea Level Sensor
313,-2.818379,2020-03-01 06:13:14.426000-05:00,Turner Creek Boat Ramp Sea Level Sensor
314,-2.7954120000000007,2020-03-01 16:56:40.151000-05:00,Turner Creek Boat Ramp Sea Level Sensor
315,-2.7199490000000015,2020-03-02 06:42:46.035000-05:00,Turner Creek Boat Ramp Sea Level Sensor
316,-2.7822879999999994,2020-03-02 19:48:04.212000-05:00,Turner Creek Boat Ramp Sea Level Sensor
317,-2.7101060000000015,2020-03-03 09:08:25.743000-05:00,Turner Creek Boat Ramp Sea Level Sensor
318,-2.7166680000000003,2020-03-03 21:07:45.452000-05:00,Turner Creek Boat Ramp Sea Level Sensor
319,-2.844627000000001,2020-03-04 09:47:45.687000-05:00,Turner Creek Boat Ramp Sea Level Sensor
320,-2.5624610000000008,2020-03-04 22:02:13.278000-05:00,Turner Creek Boat Ramp Sea Level Sensor
321,-2.5493370000000013,2020-03-05 10:16:51.478000-05:00,Turner Creek Boat Ramp Sea Level Sensor
322,-2.6248000000000005,2020-03-05 22:36:52.064000-05:00,Turner Creek Boat Ramp Sea Level Sensor
323,-2.762602000000001,2020-03-06 10:51:45.703000-05:00,Turner Creek Boat Ramp Sea Level Sensor
324,-2.703544000000001,2020-03-06 23:16:21.330000-05:00,Turner Creek Boat Ramp Sea Level Sensor
325,-2.78885,2020-03-07 13:47:46.359000-05:00,Turner Creek Boat Ramp Sea Level Sensor
326,-2.687139,2020-03-08 01:21:35.435000-05:00,Turner Creek Boat Ramp Sea Level Sensor
327,-2.7265110000000004,2020-03-08 15:16:43.539000-04:00,Turner Creek Boat Ramp Sea Level Sensor
328,-2.647767,2020-03-09 00:54:10.029000-04:00,Turner Creek Boat Ramp Sea Level Sensor
329,-2.8118170000000013,2020-03-09 14:14:38.840000-04:00,Turner Creek Boat Ramp Sea Level Sensor
330,-2.762602000000001,2020-03-10 05:31:32.661000-04:00,Turner Creek Boat Ramp Sea Level Sensor
331,-2.706825000000002,2020-03-10 17:31:04.008000-04:00,Turner Creek Boat Ramp Sea Level Sensor
332,-2.637924,2020-03-11 05:50:36.714000-04:00,Turner Creek Boat Ramp Sea Level Sensor
333,-2.7002629999999996,2020-03-11 15:23:14.516000-04:00,Turner Creek Boat Ramp Sea Level Sensor
334,-2.6248000000000005,2020-03-12 05:08:50.548000-04:00,Turner Creek Boat Ramp Sea Level Sensor
335,-2.6707340000000013,2020-03-12 16:01:31.177000-04:00,Turner Creek Boat Ramp Sea Level Sensor
336,-2.618238,2020-03-13 07:13:14.075000-04:00,Turner Creek Boat Ramp Sea Level Sensor
337,-2.6608910000000012,2020-03-13 17:36:19.625000-04:00,Turner Creek Boat Ramp Sea Level Sensor
338,-2.618238,2020-03-14 09:03:23.534000-04:00,Turner Creek Boat Ramp Sea Level Sensor
339,-2.7002629999999996,2020-03-14 18:20:35.793000-04:00,Turner Creek Boat Ramp Sea Level Sensor
340,-2.6543290000000006,2020-03-15 07:25:40.820000-04:00,Turner Creek Boat Ramp Sea Level Sensor
341,-2.703544000000001,2020-03-15 18:24:18.002000-04:00,Turner Creek Boat Ramp Sea Level Sensor
342,-2.52637,2020-03-16 09:05:36.073000-04:00,Turner Creek Boat Ramp Sea Level Sensor
343,-2.703544000000001,2020-03-16 20:59:50.069000-04:00,Turner Creek Boat Ramp Sea Level Sensor
344,-2.687139,2020-03-17 09:50:05.355000-04:00,Turner Creek Boat Ramp Sea Level Sensor
345,-2.6707340000000013,2020-03-17 21:24:07.786000-04:00,Turner Creek Boat Ramp Sea Level Sensor
346,-2.7363540000000004,2020-03-18 10:14:13.355000-04:00,Turner Creek Boat Ramp Sea Level Sensor
347,-2.706825000000002,2020-03-18 22:54:03.441000-04:00,Turner Creek Boat Ramp Sea Level Sensor
348,-2.6805770000000013,2020-03-19 13:15:24.074000-04:00,Turner Creek Boat Ramp Sea Level Sensor
349,-2.6740150000000007,2020-03-19 23:58:46.705000-04:00,Turner Creek Boat Ramp Sea Level Sensor
350,-2.687139,2020-03-20 11:12:32.886000-04:00,Turner Creek Boat Ramp Sea Level Sensor
351,-2.920090000000002,2020-03-21 00:42:59.291000-04:00,Turner Creek Boat Ramp Sea Level Sensor
352,-2.9528999999999996,2020-03-21 12:22:14.187000-04:00,Turner Creek Boat Ramp Sea Level Sensor
353,-2.6280810000000017,2020-03-21 23:45:59.963000-04:00,Turner Creek Boat Ramp Sea Level Sensor
354,-2.8511890000000015,2020-03-22 14:27:34.189000-04:00,Turner Creek Boat Ramp Sea Level Sensor
355,1.2927140000000001,2020-03-22 23:34:41.799000-04:00,Turner Creek Boat Ramp Sea Level Sensor
356,100.0,2020-02-23 12:00:00-05:00,fake
357,-3.3735045140000004,2020-02-24 02:15:41.616000-05:00,Fort Pulaski (B) Sea Level Sensor
358,-3.4949015139999986,2020-02-24 15:16:34.023000-05:00,Fort Pulaski (B) Sea Level Sensor
359,-3.0454045140000012,2020-02-25 03:00:47.863000-05:00,Fort Pulaski (B) Sea Level Sensor
360,-3.718009514000002,2020-02-25 15:31:01.688000-05:00,Fort Pulaski (B) Sea Level Sensor
361,-3.432562513999999,2020-02-26 03:30:35.662000-05:00,Fort Pulaski (B) Sea Level Sensor
362,-3.849249514000002,2020-02-26 16:00:44.344000-05:00,Fort Pulaski (B) Sea Level Sensor
363,-4.3184325139999995,2020-02-27 04:15:30.398000-05:00,Fort Pulaski (B) Sea Level Sensor
364,-3.8722165139999998,2020-02-27 16:25:13.632000-05:00,Fort Pulaski (B) Sea Level Sensor
365,-3.238983514000001,2020-02-28 04:55:22.262000-05:00,Fort Pulaski (B) Sea Level Sensor
366,-3.498182514,2020-02-28 17:25:36.581000-05:00,Fort Pulaski (B) Sea Level Sensor
367,-3.875497514000001,2020-02-29 04:59:40.229000-05:00,Fort Pulaski (B) Sea Level Sensor
368,-3.7311335139999997,2020-02-29 17:34:59.443000-05:00,Fort Pulaski (B) Sea Level Sensor
369,-2.8222965139999996,2020-03-01 05:54:51.978000-05:00,Fort Pulaski (B) Sea Level Sensor
370,-3.1864875140000013,2020-03-01 18:04:42.800000-05:00,Fort Pulaski (B) Sea Level Sensor
371,-2.3071795139999995,2020-03-02 07:00:23.946000-05:00,Fort Pulaski (B) Sea Level Sensor
372,-2.7665195140000005,2020-03-02 19:10:15.915000-05:00,Fort Pulaski (B) Sea Level Sensor
373,-2.805891513999999,2020-03-03 07:45:34.942000-05:00,Fort Pulaski (B) Sea Level Sensor
374,-2.966660514000001,2020-03-03 19:45:07.694000-05:00,Fort Pulaski (B) Sea Level Sensor
375,-2.8879165140000005,2020-03-04 09:01:17.330000-05:00,Fort Pulaski (B) Sea Level Sensor
376,-2.284212514,2020-03-04 21:36:32.711000-05:00,Fort Pulaski (B) Sea Level Sensor
377,-2.172658514,2020-03-05 10:32:13.173000-05:00,Fort Pulaski (B) Sea Level Sensor
378,-2.4941965140000004,2020-03-05 22:26:41.201000-05:00,Fort Pulaski (B) Sea Level Sensor
379,-3.7639435139999993,2020-03-06 11:07:07.606000-05:00,Fort Pulaski (B) Sea Level Sensor
380,-5.263360514,2020-03-06 23:22:00.495000-05:00,Fort Pulaski (B) Sea Level Sensor
381,-4.059233514000001,2020-03-07 12:22:51.504000-05:00,Fort Pulaski (B) Sea Level Sensor
382,-4.987756513999999,2020-03-08 00:27:29.595000-05:00,Fort Pulaski (B) Sea Level Sensor
383,-4.446391514,2020-03-08 14:23:11.832000-04:00,Fort Pulaski (B) Sea Level Sensor
384,-5.0861865139999995,2020-03-09 02:27:51.750000-04:00,Fort Pulaski (B) Sea Level Sensor
385,-5.0304095140000005,2020-03-09 14:47:51.002000-04:00,Fort Pulaski (B) Sea Level Sensor
386,-5.378195514,2020-03-10 03:28:13.934000-04:00,Fort Pulaski (B) Sea Level Sensor
387,-5.256798513999998,2020-03-10 15:43:10.017000-04:00,Fort Pulaski (B) Sea Level Sensor
388,-5.5816175139999995,2020-03-11 04:18:26.302000-04:00,Fort Pulaski (B) Sea Level Sensor
389,-5.296170514000002,2020-03-11 16:38:26.851000-04:00,Fort Pulaski (B) Sea Level Sensor
390,-5.296170514000002,2020-03-12 05:08:38.158000-04:00,Fort Pulaski (B) Sea Level Sensor
391,-5.187897514000001,2020-03-12 17:28:39.266000-04:00,Fort Pulaski (B) Sea Level Sensor
392,-4.807301514000001,2020-03-13 06:14:16.084000-04:00,Fort Pulaski (B) Sea Level Sensor
393,-4.951665514,2020-03-13 18:13:55.922000-04:00,Fort Pulaski (B) Sea Level Sensor
394,-4.7777725140000005,2020-03-14 06:54:21.257000-04:00,Fort Pulaski (B) Sea Level Sensor
395,-4.072357514,2020-03-14 19:04:15.283000-04:00,Fort Pulaski (B) Sea Level Sensor
396,-3.4489675139999996,2020-03-15 07:54:54.418000-04:00,Fort Pulaski (B) Sea Level Sensor
397,-3.3177275139999978,2020-03-15 19:54:35.324000-04:00,Fort Pulaski (B) Sea Level Sensor
398,-2.2054685139999997,2020-03-16 08:55:22.862000-04:00,Fort Pulaski (B) Sea Level Sensor
399,-2.425295514,2020-03-16 20:39:40.606000-04:00,Fort Pulaski (B) Sea Level Sensor
400,-2.779643514,2020-03-17 09:40:32.982000-04:00,Fort Pulaski (B) Sea Level Sensor
401,-2.395766514,2020-03-17 22:20:53.756000-04:00,Fort Pulaski (B) Sea Level Sensor
402,-2.8222965139999996,2020-03-18 11:16:43.212000-04:00,Fort Pulaski (B) Sea Level Sensor
403,-2.572940514000001,2020-03-18 23:06:10.597000-04:00,Fort Pulaski (B) Sea Level Sensor
404,-3.163520514,2020-03-19 12:07:05.625000-04:00,Fort Pulaski (B) Sea Level Sensor
405,-3.0946195139999997,2020-03-20 00:06:36.995000-04:00,Fort Pulaski (B) Sea Level Sensor
406,-3.6523895139999993,2020-03-20 12:52:12.292000-04:00,Fort Pulaski (B) Sea Level Sensor
407,-3.826282513999999,2020-03-21 00:56:50.843000-04:00,Fort Pulaski (B) Sea Level Sensor
408,-4.452953513999999,2020-03-21 13:32:10.100000-04:00,Fort Pulaski (B) Sea Level Sensor
409,-4.167506514000001,2020-03-22 01:36:43.598000-04:00,Fort Pulaski (B) Sea Level Sensor
410,-2.664808513999999,2020-03-22 14:32:30.135000-04:00,Fort Pulaski (B) Sea Level Sensor
411,0.2684054860000007,2020-03-22 23:53:54.441000-04:00,Fort Pulaski (B) Sea Level Sensor
412,100.0,2020-02-23 12:00:00-05:00,fake
413,-3.760026,2020-02-24 02:33:00.913000-05:00,Landings Harbor Marina Sea Level Sensor
414,-3.9470430000000007,2020-02-24 15:29:16.892000-05:00,Landings Harbor Marina Sea Level Sensor
415,-3.3728679999999986,2020-02-25 03:36:52.390000-05:00,Landings Harbor Marina Sea Level Sensor
416,-4.035630000000001,2020-02-25 15:26:33.417000-05:00,Landings Harbor Marina Sea Level Sensor
417,-3.819084,2020-02-26 03:52:18.427000-05:00,Landings Harbor Marina Sea Level Sensor
418,-4.166869999999999,2020-02-26 16:24:21.918000-05:00,Landings Harbor Marina Sea Level Sensor
419,-4.567152000000002,2020-02-27 04:01:58.761000-05:00,Landings Harbor Marina Sea Level Sensor
420,-4.13406,2020-02-27 17:04:25.073000-05:00,Landings Harbor Marina Sea Level Sensor
421,-3.5500419999999995,2020-02-28 04:42:02.926000-05:00,Landings Harbor Marina Sea Level Sensor
422,-3.8518940000000015,2020-02-28 17:13:05.620000-05:00,Landings Harbor Marina Sea Level Sensor
423,-4.094688000000001,2020-02-29 05:08:35.866000-05:00,Landings Harbor Marina Sea Level Sensor
424,-4.179994000000001,2020-02-29 17:22:35.212000-05:00,Landings Harbor Marina Sea Level Sensor
425,-3.1005450000000003,2020-03-01 06:00:24.679000-05:00,Landings Harbor Marina Sea Level Sensor
426,-3.490984000000001,2020-03-01 18:01:59.491000-05:00,Landings Harbor Marina Sea Level Sensor
427,-2.536213000000002,2020-03-02 06:34:10.875000-05:00,Landings Harbor Marina Sea Level Sensor
428,-3.1038260000000015,2020-03-02 18:53:57.408000-05:00,Landings Harbor Marina Sea Level Sensor
429,-2.8807180000000017,2020-03-03 07:32:00.444000-05:00,Landings Harbor Marina Sea Level Sensor
430,-3.2645950000000017,2020-03-03 19:52:00.494000-05:00,Landings Harbor Marina Sea Level Sensor
431,-3.087421000000001,2020-03-04 09:25:29.425000-05:00,Landings Harbor Marina Sea Level Sensor
432,-2.4673119999999997,2020-03-04 21:39:20.349000-05:00,Landings Harbor Marina Sea Level Sensor
433,-2.234361,2020-03-05 09:53:03.353000-05:00,Landings Harbor Marina Sea Level Sensor
434,-2.6740150000000007,2020-03-05 22:43:17.038000-05:00,Landings Harbor Marina Sea Level Sensor
435,-4.019224999999999,2020-03-06 11:15:08.819000-05:00,Landings Harbor Marina Sea Level Sensor
436,-5.512079999999999,2020-03-06 23:16:52.743000-05:00,Landings Harbor Marina Sea Level Sensor
437,-4.0651589999999995,2020-03-07 12:13:00.003000-05:00,Landings Harbor Marina Sea Level Sensor
438,-5.364435,2020-03-08 00:26:45.079000-05:00,Landings Harbor Marina Sea Level Sensor
439,-4.685268000000001,2020-03-08 14:17:05.589000-04:00,Landings Harbor Marina Sea Level Sensor
440,-5.387402000000002,2020-03-09 02:30:59.062000-04:00,Landings Harbor Marina Sea Level Sensor
441,-5.364435,2020-03-09 15:08:57.587000-04:00,Landings Harbor Marina Sea Level Sensor
442,-5.820494,2020-03-10 03:34:43.013000-04:00,Landings Harbor Marina Sea Level Sensor
443,-5.6564440000000005,2020-03-10 15:54:51.462000-04:00,Landings Harbor Marina Sea Level Sensor
444,-6.033759000000002,2020-03-11 04:38:57.728000-04:00,Landings Harbor Marina Sea Level Sensor
445,-5.735188000000001,2020-03-11 16:46:51.674000-04:00,Landings Harbor Marina Sea Level Sensor
446,-5.7417500000000015,2020-03-12 05:12:40.417000-04:00,Landings Harbor Marina Sea Level Sensor
447,-5.603948000000001,2020-03-12 17:44:33.028000-04:00,Landings Harbor Marina Sea Level Sensor
448,-5.239757000000003,2020-03-13 06:04:26-04:00,Landings Harbor Marina Sea Level Sensor
449,-5.331625000000001,2020-03-13 18:30:20.714000-04:00,Landings Harbor Marina Sea Level Sensor
450,-5.082269000000002,2020-03-14 07:08:24.343000-04:00,Landings Harbor Marina Sea Level Sensor
451,-4.370292000000001,2020-03-14 18:51:48.624000-04:00,Landings Harbor Marina Sea Level Sensor
452,-3.773150000000001,2020-03-15 07:54:02.582000-04:00,Landings Harbor Marina Sea Level Sensor
453,-3.7108110000000014,2020-03-15 19:43:32.685000-04:00,Landings Harbor Marina Sea Level Sensor
454,-2.2967000000000013,2020-03-16 09:03:51.596000-04:00,Landings Harbor Marina Sea Level Sensor
455,-2.5985519999999998,2020-03-16 21:05:49.094000-04:00,Landings Harbor Marina Sea Level Sensor
456,-2.883999000000001,2020-03-17 09:55:58.760000-04:00,Landings Harbor Marina Sea Level Sensor
457,-2.5887090000000015,2020-03-17 21:51:36.590000-04:00,Landings Harbor Marina Sea Level Sensor
458,-2.992272,2020-03-18 11:06:16.363000-04:00,Landings Harbor Marina Sea Level Sensor
459,-2.696982,2020-03-18 23:08:02.206000-04:00,Landings Harbor Marina Sea Level Sensor
460,-3.415521000000002,2020-03-19 11:52:05.283000-04:00,Landings Harbor Marina Sea Level Sensor
461,-3.4056780000000018,2020-03-20 00:05:42.430000-04:00,Landings Harbor Marina Sea Level Sensor
462,-3.8978280000000005,2020-03-20 12:56:08.945000-04:00,Landings Harbor Marina Sea Level Sensor
463,-3.920795000000002,2020-03-21 00:27:22.428000-04:00,Landings Harbor Marina Sea Level Sensor
464,-4.75745,2020-03-21 13:47:53.312000-04:00,Landings Harbor Marina Sea Level Sensor
465,-4.517937,2020-03-22 01:37:16.850000-04:00,Landings Harbor Marina Sea Level Sensor
466,-2.8150980000000008,2020-03-22 14:27:17.855000-04:00,Landings Harbor Marina Sea Level Sensor
467,0.5085549999999994,2020-03-22 23:51:13.238000-04:00,Landings Harbor Marina Sea Level Sensor
468,100.0,2020-02-23 12:00:00-05:00,fake
469,-3.2974049999999977,2020-02-24 02:47:37.358000-05:00,SKIO Dock Sea Level Sensor
470,-3.402396999999999,2020-02-24 15:23:25.201000-05:00,SKIO Dock Sea Level Sensor
471,-2.9725860000000015,2020-02-25 03:23:27.647000-05:00,SKIO Dock Sea Level Sensor
472,-3.6058190000000003,2020-02-25 15:59:11.541000-05:00,SKIO Dock Sea Level Sensor
473,-3.284281,2020-02-26 03:48:51.700000-05:00,SKIO Dock Sea Level Sensor
474,-3.815802999999999,2020-02-26 16:19:32.724000-05:00,SKIO Dock Sea Level Sensor
475,-4.252176,2020-02-27 04:09:18.852000-05:00,SKIO Dock Sea Level Sensor
476,-3.704249000000001,2020-02-27 16:50:08.636000-05:00,SKIO Dock Sea Level Sensor
477,-2.9955529999999992,2020-02-28 04:34:49.426000-05:00,SKIO Dock Sea Level Sensor
478,-3.238346999999999,2020-02-28 17:20:47.810000-05:00,SKIO Dock Sea Level Sensor
479,-3.664876999999999,2020-02-29 05:20:41.655000-05:00,SKIO Dock Sea Level Sensor
480,-3.6714390000000012,2020-02-29 17:00:24.630000-05:00,SKIO Dock Sea Level Sensor
481,-2.555899,2020-03-01 05:56:29.613000-05:00,SKIO Dock Sea Level Sensor
482,-2.9528999999999996,2020-03-01 18:06:39.038000-05:00,SKIO Dock Sea Level Sensor
483,-1.9981290000000005,2020-03-02 06:42:19.973000-05:00,SKIO Dock Sea Level Sensor
484,-2.4673119999999997,2020-03-02 18:57:39.975000-05:00,SKIO Dock Sea Level Sensor
485,-2.2737329999999982,2020-03-03 07:53:50.147000-05:00,SKIO Dock Sea Level Sensor
486,-2.759321,2020-03-03 20:14:19.284000-05:00,SKIO Dock Sea Level Sensor
487,-2.52637,2020-03-04 09:56:27.287000-05:00,SKIO Dock Sea Level Sensor
488,,,SKIO Dock Sea Level Sensor
489,-1.3025570000000002,2020-03-05 11:33:18.507000-05:00,SKIO Dock Sea Level Sensor
490,,,SKIO Dock Sea Level Sensor
491,-3.6058190000000003,2020-03-06 11:23:04.757000-05:00,SKIO Dock Sea Level Sensor
492,-5.033053999999998,2020-03-06 23:28:07.739000-05:00,SKIO Dock Sea Level Sensor
493,-3.543479999999999,2020-03-07 12:19:08.333000-05:00,SKIO Dock Sea Level Sensor
494,-4.934624000000001,2020-03-08 00:49:47.090000-05:00,SKIO Dock Sea Level Sensor
495,-4.189836999999999,2020-03-08 14:15:23.551000-04:00,SKIO Dock Sea Level Sensor
496,-4.987120000000001,2020-03-09 02:51:05.397000-04:00,SKIO Dock Sea Level Sensor
497,-4.905094999999999,2020-03-09 15:16:37.020000-04:00,SKIO Dock Sea Level Sensor
498,-1.5617560000000008,2020-03-10 01:29:18.828000-04:00,SKIO Dock Sea Level Sensor
499,-3.7272160000000003,2020-02-24 03:05:34.761000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
500,-3.7764310000000023,2020-02-24 15:51:49.329000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
501,-3.389273000000001,2020-02-25 03:37:07.051000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
502,-3.914233000000001,2020-02-25 16:33:31.108000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
503,-3.7764310000000023,2020-02-26 04:03:37.679000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
504,-4.075002,2020-02-26 16:34:38.203000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
505,-4.8132269999999995,2020-02-27 04:35:07.981000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
506,-4.117655000000001,2020-02-27 17:11:16.142000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
507,-3.5730090000000008,2020-02-28 05:01:37.720000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
508,-3.6845630000000007,2020-02-28 17:32:41.920000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
509,-4.163589,2020-02-29 05:33:14.911000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
510,-4.0290680000000005,2020-02-29 17:23:42.258000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
511,-3.0578920000000007,2020-03-01 06:25:07.581000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
512,-3.415521,2020-03-01 18:30:50.228000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
513,-2.450907000000001,2020-03-02 06:46:42.571000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
514,-2.9430569999999996,2020-03-02 19:17:46.935000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
515,-2.7265110000000004,2020-03-03 07:53:53.091000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
516,-3.1956939999999996,2020-03-03 20:19:50.187000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
517,-3.005396000000001,2020-03-04 09:56:47.343000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
518,-2.313105,2020-03-04 21:57:21.657000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
519,-2.3163859999999996,2020-03-05 10:08:03.316000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
520,-2.6740150000000007,2020-03-05 22:49:13.023000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
521,-3.950324000000002,2020-03-06 11:40:33.686000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
522,-5.531765999999999,2020-03-06 23:56:19.776000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
523,-3.950324000000002,2020-03-07 12:42:36.645000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
524,-5.236475999999998,2020-03-08 01:13:35.642000-05:00,Hunt Drive on Burnside Island Sea Level Sensor
525,-4.521217999999999,2020-03-08 14:39:37.725000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
526,-5.187261000000001,2020-03-09 03:20:47.061000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
527,-4.980558,2020-03-09 15:51:51.430000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
528,-5.449741000000001,2020-03-10 04:17:47.966000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
529,-5.252881,2020-03-10 16:38:41.370000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
530,-5.626915000000002,2020-03-11 05:14:41.730000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
531,-5.344749000000002,2020-03-11 17:20:20.906000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
532,-5.351311000000001,2020-03-12 06:01:28.226000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
533,-5.2725670000000004,2020-03-12 18:17:17.092000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
534,-4.980558,2020-03-13 06:53:20.265000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
535,-5.072425999999998,2020-03-13 18:59:00.121000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
536,-4.957590999999999,2020-03-14 07:40:07.590000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
537,-4.350606000000001,2020-03-14 19:35:36.285000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
538,-3.7370590000000004,2020-03-15 08:21:49.691000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
539,-3.638629,2020-03-15 20:07:10.129000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
540,-2.2770139999999994,2020-03-16 09:18:44.248000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
541,-2.5887090000000015,2020-03-16 21:14:15.604000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
542,-2.9266520000000007,2020-03-17 10:20:50.537000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
543,-2.4345019999999984,2020-03-17 21:56:02.187000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
544,-2.966023999999999,2020-03-18 11:27:59.721000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
545,-2.6707339999999995,2020-03-18 23:43:46.745000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
546,-3.399116000000001,2020-03-19 12:04:40.875000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
547,-3.3630250000000004,2020-03-20 00:30:32.201000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
548,-3.8158030000000007,2020-03-20 13:11:41.330000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
549,-4.022506,2020-03-21 01:22:19.522000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
550,-4.790259999999998,2020-03-21 14:08:35.547000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
551,-4.521217999999999,2020-03-22 01:48:45.860000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
552,-2.834784000000001,2020-03-22 14:24:51.320000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
553,1.2238129999999998,2020-03-22 23:53:10.819000-04:00,Hunt Drive on Burnside Island Sea Level Sensor
554,100.0,2020-02-23 12:00:00-05:00,fake
555,-8.00564,2020-02-24 02:43:57.314000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
556,-8.038450000000001,2020-02-24 15:19:03.731000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
557,-7.867838000000001,2020-02-25 03:13:33.069000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
558,-8.264839,2020-02-25 15:58:46.630000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
559,-8.094227,2020-02-26 03:58:23.999000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
560,-8.419046,2020-02-26 16:28:29.786000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
